name,lat,lng,attr,distance(km),cool_time_Lv1(h),cool_time_Lv1(hms),cool_time_Lv2(h),cool_time_Lv2(hms),cool_time_Lv3(h),cool_time_Lv3(hms),cool_time_Lv4(h),cool_time_Lv4(hms),cool_time_Lv5(h),cool_time_Lv5(hms),cool_time_Lv6(h),cool_time_Lv6(hms),cool_time_Lv7(h),cool_time_Lv7(hms)
阿久比,34.931256,136.918517,heat,982.170,21.03102,21時間1分52秒,19.75472,19時間45分17秒,18.50751,18時間30分27秒,17.28938,17時間17分22秒,14.60397,14時間36分14秒,12.02762,12時間1分39秒,9.56034,9時間33分37秒
植大,34.917457,136.923448,heat,983.433,21.03325,21時間2分0秒,19.75826,19時間45分30秒,18.51222,18時間30分44秒,17.29513,17時間17分42秒,14.61060,14時間36分38秒,12.03462,12時間2分5秒,9.56718,9時間34分2秒
半田口,34.909111,136.925462,heat,984.229,21.03465,21時間2分5秒,19.76049,19時間45分38秒,18.51519,18時間30分55秒,17.29875,17時間17分56秒,14.61478,14時間36分53秒,12.03902,12時間2分20秒,9.57149,9時間34分17秒
住吉町,34.902042,136.925684,cool,984.953,21.03593,21時間2分9秒,19.76252,19時間45分45秒,18.51789,18時間31分4秒,17.30204,17時間18分7秒,14.61857,14時間37分7秒,12.04302,12時間2分35秒,9.57540,9時間34分31秒
知多半田,34.893931,136.925954,cool,985.783,21.03738,21時間2分15秒,19.76484,19時間45分53秒,18.52098,18時間31分16秒,17.30581,17時間18分21秒,14.62291,14時間37分22秒,12.04760,12時間2分51秒,9.57988,9時間34分48秒
成岩,34.886209,136.921879,cool,986.718,21.03902,21時間2分20秒,19.76744,19時間46分3秒,18.52445,18時間31分28秒,17.31004,17時間18分36秒,14.62779,14時間37分40秒,12.05275,12時間3分10秒,9.58491,9時間35分6秒
青山(愛知),34.878132,136.917,cool,987.717,21.04077,21時間2分27秒,19.77022,19時間46分13秒,18.52815,18時間31分41秒,17.31456,17時間18分52秒,14.63300,14時間37分59秒,12.05825,12時間3分30秒,9.59028,9時間35分25秒
上ゲ,34.858389,136.916403,cool,989.780,21.04438,21時間2分40秒,19.77595,19時間46分33秒,18.53578,18時間32分9秒,17.32386,17時間19分26秒,14.64373,14時間38分37秒,12.06956,12時間4分10秒,9.60135,9時間36分5秒
知多武豊,34.850732,136.916439,eco,990.572,21.04576,21時間2分45秒,19.77814,19時間46分41秒,18.53870,18時間32分19秒,17.32742,17時間19分39秒,14.64784,14時間38分52秒,12.07389,12時間4分26秒,9.60558,9時間36分20秒
富貴,34.828823,136.917043,eco,992.820,21.04966,21時間2分59秒,19.78435,19時間47分4秒,18.54696,18時間32分49秒,17.33751,17時間20分15秒,14.65947,14時間39分34秒,12.08616,12時間5分10秒,9.61758,9時間37分3秒
河和口,34.797805,136.918618,eco,995.982,21.05513,21時間3分18秒,19.79304,19時間47分35秒,18.55854,18時間33分31秒,17.35162,17時間21分6秒,14.67574,14時間40分33秒,12.10332,12時間6分12秒,9.63436,9時間38分4秒
河和,34.777771,136.912528,eco,998.259,21.05905,21時間3分33秒,19.79927,19時間47分57秒,18.56683,18時間34分1秒,17.36174,17時間21分42秒,14.68741,14時間41分15秒,12.11563,12時間6分56秒,9.64639,9時間38分47秒
上野間,34.807284,136.866854,heat,996.723,21.05641,21時間3分23秒,19.79507,19時間47分42秒,18.56124,18時間33分40秒,17.35492,17時間21分18秒,14.67955,14時間40分46秒,12.10733,12時間6分26秒,9.63828,9時間38分18秒
美浜緑苑,34.80028,136.863063,heat,997.575,21.05788,21時間3分28秒,19.79740,19時間47分51秒,18.56434,18時間33分52秒,17.35870,17時間21分31秒,14.68391,14時間41分2秒,12.11194,12時間6分43秒,9.64278,9時間38分34秒
知多奥田,34.787617,136.864488,cool,998.837,21.06004,21時間3分36秒,19.80084,19時間48分3秒,18.56893,18時間34分8秒,17.36430,17時間21分51秒,14.69036,14時間41分25秒,12.11874,12時間7分7秒,9.64944,9時間38分58秒
野間,34.7723,136.860683,cool,1000.550,21.06298,21時間3分47秒,19.80551,19時間48分20秒,18.57514,18時間34分31秒,17.37187,17時間22分19秒,14.69910,14時間41分57秒,12.12795,12時間7分41秒,9.65844,9時間39分30秒
内海(愛知),34.744631,136.875544,eco,1002.919,21.06702,21時間4分1秒,19.81193,19時間48分43秒,18.58370,18時間35分1秒,17.38231,17時間22分56秒,14.71113,14時間42分40秒,12.14065,12時間8分26秒,9.67086,9時間40分15秒
東名古屋港,35.089091,136.899255,heat,966.527,21.00300,21時間0分11秒,19.71020,19時間42分37秒,18.44821,18時間26分54秒,17.21705,17時間13分1秒,14.52057,14時間31分14秒,11.93966,11時間56分23秒,9.47433,9時間28分28秒
栄町(愛知),35.170567,136.908962,cool,957.801,20.98705,20時間59分13秒,19.68485,19時間41分5秒,18.41445,18時間24分52秒,17.17587,17時間10分33秒,14.47308,14時間28分23秒,11.88958,11時間53分22秒,9.42536,9時間25分31秒
栄(愛知),35.16999,136.908031,eco,957.893,20.98722,20時間59分14秒,19.68512,19時間41分6秒,18.41481,18時間24分53秒,17.17631,17時間10分35秒,14.47358,14時間28分25秒,11.89011,11時間53分24秒,9.42588,9時間25分33秒
東大手,35.183727,136.908376,cool,956.467,20.98459,20時間59分5秒,19.68094,19時間40分51秒,18.40925,18時間24分33秒,17.16953,17時間10分10秒,14.46576,14時間27分57秒,11.88186,11時間52分55秒,9.41781,9時間25分4秒
清水(愛知),35.187152,136.913814,cool,955.927,20.98359,20時間59分1秒,19.67936,19時間40分46秒,18.40714,18時間24分26秒,17.16695,17時間10分1秒,14.46279,14時間27分46秒,11.87873,11時間52分43秒,9.41475,9時間24分53秒
尼ヶ坂,35.187957,136.91928,cool,955.657,20.98310,20時間58分59秒,19.67856,19時間40分43秒,18.40609,18時間24分22秒,17.16566,17時間9分56秒,14.46131,14時間27分41秒,11.87716,11時間52分38秒,9.41322,9時間24分48秒
森下(愛知),35.188299,136.929657,cool,955.266,20.98237,20時間58分57秒,19.67741,19時間40分39秒,18.40456,18時間24分16秒,17.16380,17時間9分50秒,14.45916,14時間27分33秒,11.87489,11時間52分30秒,9.41100,9時間24分40秒
矢田(愛知),35.193699,136.947802,cool,954.089,20.98019,20時間58分49秒,19.67395,19時間40分26秒,18.39995,18時間24分0秒,17.15818,17時間9分29秒,14.45267,14時間27分10秒,11.86805,11時間52分5秒,9.40432,9時間24分16秒
守山自衛隊前,35.196258,136.957843,cool,953.482,20.97907,20時間58分45秒,19.67216,19時間40分20秒,18.39757,18時間23分51秒,17.15527,17時間9分19秒,14.44932,14時間26分58秒,11.86452,11時間51分52秒,9.40086,9時間24分3秒
守山(愛知),35.197431,136.956639,eco,953.403,20.97892,20時間58分44秒,19.67193,19時間40分19秒,18.39726,18時間23分50秒,17.15489,17時間9分18秒,14.44889,14時間26分56秒,11.86406,11時間51分51秒,9.40041,9時間24分1秒
瓢箪山(愛知),35.197222,136.965048,cool,953.137,20.97843,20時間58分42秒,19.67115,19時間40分16秒,18.39621,18時間23分46秒,17.15362,17時間9分13秒,14.44742,14時間26分51秒,11.86251,11時間51分45秒,9.39890,9時間23分56秒
小幡,35.200216,136.975769,cool,952.464,20.97718,20時間58分38秒,19.66916,19時間40分9秒,18.39357,18時間23分37秒,17.15039,17時間9分1秒,14.44370,14時間26分37秒,11.85859,11時間51分31秒,9.39506,9時間23分42秒
喜多山(愛知),35.205099,136.987735,heat,951.554,20.97549,20時間58分32秒,19.66647,19時間39分59秒,18.38999,18時間23分24秒,17.14603,17時間8分46秒,14.43866,14時間26分19秒,11.85328,11時間51分12秒,9.38987,9時間23分24秒
大森・金城学院前,35.206934,136.996465,heat,951.069,20.97459,20時間58分29秒,19.66504,19時間39分54秒,18.38808,18時間23分17秒,17.14370,17時間8分37秒,14.43598,14時間26分10秒,11.85044,11時間51分2秒,9.38710,9時間23分14秒
印場,35.211085,137.011132,heat,950.144,20.97286,20時間58分22秒,19.66230,19時間39分44秒,18.38443,18時間23分4秒,17.13925,17時間8分21秒,14.43085,14時間25分51秒,11.84503,11時間50分42秒,9.38181,9時間22分55秒
旭前,35.214162,137.019706,heat,949.537,20.97173,20時間58分18秒,19.66050,19時間39分38秒,18.38203,18時間22分55秒,17.13633,17時間8分11秒,14.42748,14時間25分39秒,11.84148,11時間50分29秒,9.37833,9時間22分42秒
尾張旭,35.216743,137.036393,heat,948.708,20.97018,20時間58分13秒,19.65804,19時間39分29秒,18.37876,18時間22分44秒,17.13233,17時間7分56秒,14.42287,14時間25分22秒,11.83662,11時間50分12秒,9.37358,9時間22分25秒
三郷(愛知),35.216258,137.052352,heat,948.222,20.96927,20時間58分9秒,19.65660,19時間39分24秒,18.37683,18時間22分37秒,17.12999,17時間7分48秒,14.42016,14時間25分13秒,11.83377,11時間50分2秒,9.37079,9時間22分15秒
水野,35.224296,137.069659,eco,946.811,20.96663,20時間58分0秒,19.65240,19時間39分9秒,18.37124,18時間22分16秒,17.12317,17時間7分23秒,14.41230,14時間24分44秒,11.82547,11時間49分32秒,9.36268,9時間21分46秒
新瀬戸,35.225485,137.077639,eco,946.421,20.96590,20時間57分57秒,19.65124,19時間39分4秒,18.36970,18時間22分11秒,17.12128,17時間7分17秒,14.41012,14時間24分36秒,11.82318,11時間49分23秒,9.36044,9時間21分38秒
瀬戸市,35.225921,137.078452,eco,946.349,20.96577,20時間57分57秒,19.65102,19時間39分4秒,18.36941,18時間22分10秒,17.12093,17時間7分15秒,14.40972,14時間24分35秒,11.82275,11時間49分22秒,9.36002,9時間21分36秒
瀬戸市役所前,35.224986,137.084177,eco,946.255,20.96559,20時間57分56秒,19.65074,19時間39分3秒,18.36904,18時間22分9秒,17.12047,17時間7分14秒,14.40920,14時間24分33秒,11.82220,11時間49分20秒,9.35948,9時間21分34秒
尾張瀬戸,35.225094,137.09727,eco,945.807,20.96475,20時間57分53秒,19.64941,19時間38分58秒,18.36726,18時間22分2秒,17.11830,17時間7分6秒,14.40669,14時間24分24秒,11.81956,11時間49分10秒,9.35690,9時間21分25秒
甚目寺,35.195953,136.825492,cool,958.084,20.98757,20時間59分15秒,19.68567,19時間41分8秒,18.41556,18時間24分56秒,17.17722,17時間10分38秒,14.47463,14時間28分29秒,11.89121,11時間53分28秒,9.42696,9時間25分37秒
七宝,35.195775,136.806413,cool,958.770,20.98883,20時間59分20秒,19.68768,19時間41分16秒,18.41823,18時間25分6秒,17.18048,17時間10分50秒,14.47839,14時間28分42秒,11.89517,11時間53分43秒,9.43084,9時間25分51秒
木田,35.195328,136.787865,cool,959.468,20.99012,20時間59分24秒,19.68972,19時間41分23秒,18.42094,18時間25分15秒,17.18379,17時間11分2秒,14.48220,14時間28分56秒,11.89920,11時間53分57秒,9.43477,9時間26分5秒
青塚,35.198674,136.76708,heat,959.858,20.99083,20時間59分27秒,19.69086,19時間41分27秒,18.42246,18時間25分21秒,17.18563,17時間11分8秒,14.48434,14時間29分4秒,11.90145,11時間54分5秒,9.43697,9時間26分13秒
勝幡,35.195143,136.750082,heat,960.821,20.99260,20時間59分33秒,19.69366,19時間41分37秒,18.42619,18時間25分34秒,17.19019,17時間11分25秒,14.48959,14時間29分23秒,11.90699,11時間54分25秒,9.44239,9時間26分33秒
藤浪,35.188911,136.738766,heat,961.861,20.99450,20時間59分40秒,19.69669,19時間41分48秒,18.43022,18時間25分49秒,17.19511,17時間11分42秒,14.49526,14時間29分43秒,11.91297,11時間54分47秒,9.44824,9時間26分54秒
津島,35.177982,136.730995,cool,963.255,20.99705,20時間59分49秒,19.70073,19時間42分3秒,18.43561,18時間26分8秒,17.20168,17時間12分6秒,14.50284,14時間30分10秒,11.92096,11時間55分15秒,9.45605,9時間27分22秒
五ノ三,35.129838,136.711464,cool,968.877,21.00726,21時間0分26秒,19.71696,19時間43分1秒,18.45722,18時間27分26秒,17.22804,17時間13分41秒,14.53324,14時間32分0秒,11.95302,11時間57分11秒,9.48740,9時間29分15秒
佐屋,35.147552,136.716612,cool,966.881,21.00364,21時間0分13秒,19.71122,19時間42分40秒,18.44957,18時間26分58秒,17.21871,17時間13分7秒,14.52248,14時間31分21秒,11.94168,11時間56分30秒,9.47630,9時間28分35秒
日比野(名古屋鉄道),35.163258,136.728351,cool,964.856,20.99997,21時間0分0秒,19.70537,19時間42分19秒,18.44179,18時間26分30秒,17.20921,17時間12分33秒,14.51153,14時間30分41秒,11.93012,11時間55分48秒,9.46501,9時間27分54秒
町方,35.18898,136.727551,cool,962.252,20.99522,20時間59分43秒,19.69782,19時間41分52秒,18.43174,18時間25分54秒,17.19695,17時間11分49秒,14.49739,14時間29分51秒,11.91521,11時間54分55秒,9.45043,9時間27分2秒
六輪,35.202395,136.729306,cool,960.817,20.99259,20時間59分33秒,19.69365,19時間41分37秒,18.42618,18時間25分34秒,17.19017,17時間11分25秒,14.48957,14時間29分22秒,11.90697,11時間54分25秒,9.44237,9時間26分33秒
渕高,35.213944,136.727256,cool,959.709,20.99056,20時間59分26秒,19.69042,19時間41分26秒,18.42188,18時間25分19秒,17.18493,17時間11分6秒,14.48352,14時間29分1秒,11.90059,11時間54分2秒,9.43613,9時間26分10秒
丸渕,35.222635,136.728991,cool,958.758,20.98881,20時間59分20秒,19.68765,19時間41分16秒,18.41818,18時間25分5秒,17.18042,17時間10分50秒,14.47832,14時間28分42秒,11.89510,11時間53分42秒,9.43077,9時間25分51秒
上丸渕,35.233809,136.732521,cool,957.490,20.98648,20時間59分11秒,19.68394,19時間41分2秒,18.41324,18時間24分48秒,17.17439,17時間10分28秒,14.47137,14時間28分17秒,11.88778,11時間53分16秒,9.42360,9時間25分25秒
森上,35.247229,136.736698,cool,955.968,20.98367,20時間59分1秒,19.67948,19時間40分46秒,18.40730,18時間24分26秒,17.16715,17時間10分2秒,14.46302,14時間27分47秒,11.87896,11時間52分44秒,9.41499,9時間24分54秒
山崎(愛知),35.256548,136.739372,heat,954.920,20.98173,20時間58分54秒,19.67640,19時間40分35秒,18.40320,18時間24分12秒,17.16215,17時間9分44秒,14.45725,14時間27分26秒,11.87288,11時間52分22秒,9.40904,9時間24分33秒
玉野,35.266327,136.747982,heat,953.613,20.97931,20時間58分46秒,19.67255,19時間40分21秒,18.39808,18時間23分53秒,17.15590,17時間9分21秒,14.45005,14時間27分0秒,11.86528,11時間51分55秒,9.40161,9時間24分6秒
萩原(愛知),35.277157,136.757703,heat,952.159,20.97661,20時間58分36秒,19.66826,19時間40分6秒,18.39237,18時間23分33秒,17.14893,17時間8分56秒,14.44201,14時間26分31秒,11.85681,11時間51分25秒,9.39332,9時間23分36秒
二子,35.283986,136.766268,heat,951.155,20.97475,20時間58分29秒,19.66529,19時間39分55秒,18.38842,18時間23分18秒,17.14411,17時間8分39秒,14.43645,14時間26分11秒,11.85095,11時間51分3秒,9.38759,9時間23分15秒
苅安賀,35.287194,136.778275,heat,950.399,20.97334,20時間58分24秒,19.66306,19時間39分47秒,18.38544,18時間23分8秒,17.14048,17時間8分26秒,14.43226,14時間25分56秒,11.84653,11時間50分47秒,9.38327,9時間23分0秒
観音寺(愛知),35.289716,136.786191,heat,949.860,20.97233,20時間58分20秒,19.66146,19時間39分41秒,18.38331,18時間23分0秒,17.13788,17時間8分16秒,14.42927,14時間25分45秒,11.84337,11時間50分36秒,9.38018,9時間22分49秒
西一宮,35.307603,136.791948,eco,947.825,20.96853,20時間58分7秒,19.65542,19時間39分20秒,18.37526,18時間22分31秒,17.12807,17時間7分41秒,14.41795,14時間25分5秒,11.83143,11時間49分53秒,9.36851,9時間22分7秒
開明,35.31926,136.7741,eco,947.269,20.96749,20時間58分3秒,19.65376,19時間39分14秒,18.37306,18時間22分23秒,17.12538,17時間7分31秒,14.41485,14時間24分53秒,11.82817,11時間49分41秒,9.36532,9時間21分55秒
奥町,35.32434,136.761092,eco,947.215,20.96739,20時間58分3秒,19.65360,19時間39分13秒,18.37285,18時間22分22秒,17.12512,17時間7分30秒,14.41455,14時間24分52秒,11.82785,11時間49分40秒,9.36501,9時間21分54秒
玉ノ井,35.334887,136.757968,eco,946.249,20.96558,20時間57分56秒,19.65072,19時間39分3秒,18.36901,18時間22分8秒,17.12045,17時間7分14秒,14.40916,14時間24分33秒,11.82216,11時間49分20秒,9.35945,9時間21分34秒
下小田井,35.201878,136.870638,cool,955.903,20.98355,20時間59分1秒,19.67928,19時間40分45秒,18.40705,18時間24分25秒,17.16684,17時間10分1秒,14.46266,14時間27分46秒,11.87859,11時間52分43秒,9.41462,9時間24分53秒
中小田井,35.214647,136.876772,cool,954.378,20.98073,20時間58分51秒,19.67480,19時間40分29秒,18.40108,18時間24分4秒,17.15956,17時間9分34秒,14.45426,14時間27分15秒,11.86973,11時間52分11秒,9.40596,9時間24分21秒
上小田井,35.223482,136.876941,cool,953.464,20.97904,20時間58分45秒,19.67211,19時間40分20秒,18.39749,18時間23分51秒,17.15519,17時間9分19秒,14.44922,14時間26分57秒,11.86441,11時間51分52秒,9.40076,9時間24分3秒
西春,35.244627,136.871235,cool,951.491,20.97537,20時間58分31秒,19.66629,19時間39分59秒,18.38974,18時間23分23秒,17.14573,17時間8分45秒,14.43831,14時間26分18秒,11.85291,11時間51分10秒,9.38951,9時間23分22秒
徳重・名古屋芸大,35.256045,136.873384,cool,950.243,20.97305,20時間58分23秒,19.66259,19時間39分45秒,18.38482,18時間23分5秒,17.13973,17時間8分23秒,14.43140,14時間25分53秒,11.84561,11時間50分44秒,9.38238,9時間22分57秒
大山寺,35.263508,136.874748,cool,949.430,20.97153,20時間58分18秒,19.66018,19時間39分37秒,18.38161,18時間22分54秒,17.13581,17時間8分9秒,14.42688,14時間25分37秒,11.84085,11時間50分27秒,9.37772,9時間22分40秒
岩倉(愛知),35.277972,136.873511,cool,947.988,20.96884,20時間58分8秒,19.65590,19時間39分21秒,18.37591,18時間22分33秒,17.12886,17時間7分44秒,14.41886,14時間25分8秒,11.83239,11時間49分57秒,9.36945,9時間22分10秒
石仏,35.295545,136.871144,heat,946.267,20.96561,20時間57分56秒,19.65078,19時間39分3秒,18.36909,18時間22分9秒,17.12053,17時間7分14秒,14.40926,14時間24分33秒,11.82227,11時間49分20秒,9.35955,9時間21分34秒
布袋,35.317135,136.872987,heat,943.988,20.96133,20時間57分41秒,19.64397,19時間38分38秒,18.36002,18時間21分36秒,17.10948,17時間6分34秒,14.39651,14時間23分47秒,11.80882,11時間48分32秒,9.34640,9時間20分47秒
江南(愛知),35.33475,136.872109,heat,942.213,20.95798,20時間57分29秒,19.63865,19時間38分19秒,18.35294,18時間21分11秒,17.10084,17時間6分3秒,14.38655,14時間23分12秒,11.79831,11時間47分54秒,9.33613,9時間20分10秒
柏森,35.344807,136.900181,heat,940.198,20.95417,20時間57分15秒,19.63260,19時間37分57秒,18.34487,18時間20分42秒,17.09100,17時間5分28秒,14.37521,14時間22分31秒,11.78635,11時間47分11秒,9.32443,9時間19分28秒
扶桑,35.359557,136.91597,heat,938.132,20.95025,20時間57分1秒,19.62637,19時間37分35秒,18.33658,18時間20分12秒,17.08088,17時間4分51秒,14.36354,14時間21分49秒,11.77404,11時間46分27秒,9.31240,9時間18分45秒
木津用水,35.366914,136.925977,eco,937.028,20.94815,20時間56分53秒,19.62303,19時間37分23秒,18.33213,18時間19分56秒,17.07546,17時間4分32秒,14.35729,14時間21分26秒,11.76745,11時間46分3秒,9.30595,9時間18分21秒
犬山口,35.374212,136.939945,eco,935.792,20.94580,20時間56分45秒,19.61929,19時間37分9秒,18.32715,18時間19分38秒,17.06938,17時間4分10秒,14.35028,14時間21分1秒,11.76006,11時間45分36秒,9.29872,9時間17分55秒
犬山,35.379871,136.945536,eco,935.017,20.94432,20時間56分40秒,19.61694,19時間37分1秒,18.32402,18時間19分26秒,17.06556,17時間3分56秒,14.34587,14時間20分45秒,11.75541,11時間45分19秒,9.29418,9時間17分39秒
犬山遊園,35.390331,136.946894,eco,933.895,20.94217,20時間56分32秒,19.61353,19時間36分49秒,18.31948,18時間19分10秒,17.06003,17時間3分36秒,14.33949,14時間20分22秒,11.74868,11時間44分55秒,9.28760,9時間17分15秒
鵜沼宿,35.400015,136.932567,cool,933.401,20.94123,20時間56分28秒,19.61203,19時間36分43秒,18.31748,18時間19分3秒,17.05759,17時間3分27秒,14.33668,14時間20分12秒,11.74571,11時間44分45秒,9.28470,9時間17分5秒
羽場(岐阜),35.40119,136.921535,cool,933.667,20.94174,20時間56分30秒,19.61284,19時間36分46秒,18.31856,18時間19分7秒,17.05890,17時間3分32秒,14.33819,14時間20分17秒,11.74731,11時間44分50秒,9.28626,9時間17分11秒
苧ヶ瀬,35.403273,136.912266,cool,933.778,20.94195,20時間56分31秒,19.61317,19時間36分47秒,18.31901,18時間19分8秒,17.05945,17時間3分34秒,14.33882,14時間20分20秒,11.74798,11時間44分53秒,9.28691,9時間17分13秒
二十軒,35.400098,136.889307,heat,934.910,20.94411,20時間56分39秒,19.61661,19時間37分0秒,18.32359,18時間19分25秒,17.06503,17時間3分54秒,14.34527,14時間20分43秒,11.75477,11時間45分17秒,9.29355,9時間17分37秒
三柿野,35.400156,136.876084,heat,935.371,20.94499,20時間56分42秒,19.61801,19時間37分5秒,18.32545,18時間19分32秒,17.06731,17時間4分2秒,14.34789,14時間20分52秒,11.75754,11時間45分27秒,9.29626,9時間17分47秒
六軒(岐阜),35.40105,136.861554,heat,935.793,20.94580,20時間56分45秒,19.61929,19時間37分9秒,18.32715,18時間19分38秒,17.06939,17時間4分10秒,14.35028,14時間21分1秒,11.76006,11時間45分36秒,9.29873,9時間17分55秒
各務原市役所前,35.400869,136.847067,eco,936.325,20.94681,20時間56分49秒,19.62090,19時間37分15秒,18.32930,18時間19分45秒,17.07200,17時間4分19秒,14.35330,14時間21分12秒,11.76325,11時間45分48秒,9.30184,9時間18分7秒
市民公園前,35.400572,136.841829,eco,936.542,20.94723,20時間56分50秒,19.62156,19時間37分18秒,18.33018,18時間19分49秒,17.07307,17時間4分23秒,14.35453,14時間21分16秒,11.76455,11時間45分52秒,9.30311,9時間18分11秒
新加納,35.39938,136.824414,eco,937.284,20.94864,20時間56分55秒,19.62381,19時間37分26秒,18.33317,18時間19分59秒,17.07672,17時間4分36秒,14.35874,14時間21分31秒,11.76898,11時間46分8秒,9.30745,9時間18分27秒
高田橋,35.398383,136.811488,eco,937.847,20.94971,20時間56分59秒,19.62551,19時間37分32秒,18.33543,18時間20分8秒,17.07948,17時間4分46秒,14.36193,14時間21分43秒,11.77234,11時間46分20秒,9.31074,9時間18分39秒
手力,35.398269,136.804472,eco,938.109,20.95021,20時間57分1秒,19.62630,19時間37分35秒,18.33649,18時間20分11秒,17.08077,17時間4分51秒,14.36341,14時間21分48秒,11.77391,11時間46分26秒,9.31226,9時間18分44秒
切通,35.400257,136.79564,eco,938.222,20.95042,20時間57分2秒,19.62664,19時間37分36秒,18.33694,18時間20分13秒,17.08132,17時間4分53秒,14.36405,14時間21分51秒,11.77458,11時間46分28秒,9.31292,9時間18分47秒
細畑,35.401637,136.785141,eco,938.458,20.95087,20時間57分3秒,19.62735,19時間37分38秒,18.33789,18時間20分16秒,17.08248,17時間4分57秒,14.36538,14時間21分55秒,11.77599,11時間46分34秒,9.31430,9時間18分51秒
田神,35.411261,136.772189,eco,937.942,20.94989,20時間57分0秒,19.62579,19時間37分33秒,18.33581,18時間20分9秒,17.07995,17時間4分48秒,14.36246,14時間21分45秒,11.77291,11時間46分22秒,9.31129,9時間18分41秒
富岡前,35.379508,136.962112,cool,934.478,20.94329,20時間56分36秒,19.61530,19時間36分55秒,18.32184,18時間19分19秒,17.06290,17時間3分46秒,14.34281,14時間20分34秒,11.75218,11時間45分8秒,9.29102,9時間17分28秒
善師野,35.389744,136.980027,cool,932.806,20.94009,20時間56分24秒,19.61022,19時間36分37秒,18.31507,18時間18分54秒,17.05464,17時間3分17秒,14.33328,14時間20分0秒,11.74214,11時間44分32秒,9.28120,9時間16分52秒
西可児,35.404685,137.010616,cool,930.214,20.93511,20時間56分6秒,19.60231,19時間36分8秒,18.30454,18時間18分16秒,17.04180,17時間2分30秒,14.31847,14時間19分6秒,11.72651,11時間43分35秒,9.26592,9時間15分57秒
可児川,35.41812,137.01847,cool,928.562,20.93193,20時間55分55秒,19.59725,19時間35分50秒,18.29780,18時間17分52秒,17.03358,17時間2分1秒,14.30900,14時間18分32秒,11.71652,11時間42分59秒,9.25615,9時間15分22秒
日本ライン今渡,35.432302,137.036818,heat,926.472,20.92789,20時間55分40秒,19.59083,19時間35分27秒,18.28926,18時間17分21秒,17.02316,17時間1分23秒,14.29698,14時間17分49秒,11.70384,11時間42分14秒,9.24376,9時間14分38秒
明智(名古屋鉄道),35.433208,137.087295,eco,924.652,20.92436,20時間55分28秒,19.58523,19時間35分7秒,18.28179,18時間16分54秒,17.01406,17時間0分51秒,14.28648,14時間17分11秒,11.69277,11時間41分34秒,9.23293,9時間13分59秒
顔戸,35.434522,137.105154,eco,923.910,20.92292,20時間55分23秒,19.58294,19時間34分59秒,18.27875,18時間16分43秒,17.01034,17時間0分37秒,14.28219,14時間16分56秒,11.68825,11時間41分18秒,9.22851,9時間13分43秒
御嵩口,35.431281,137.121741,eco,923.683,20.92248,20時間55分21秒,19.58224,19時間34分56秒,18.27781,18時間16分40秒,17.00920,17時間0分33秒,14.28088,14時間16分51秒,11.68686,11時間41分13秒,9.22716,9時間13分38秒
御嵩,35.429723,137.127527,eco,923.649,20.92242,20時間55分21秒,19.58213,19時間34分56秒,18.27767,18時間16分40秒,17.00903,17時間0分33秒,14.28068,14時間16分50秒,11.68666,11時間41分12秒,9.22695,9時間13分37秒
上飯田,35.203845,136.929642,cool,953.665,20.97941,20時間58分46秒,19.67270,19時間40分22秒,18.39828,18時間23分54秒,17.15615,17時間9分22秒,14.45033,14時間27分1秒,11.86558,11時間51分56秒,9.40191,9時間24分7秒
味鋺,35.222478,136.936113,cool,951.525,20.97543,20時間58分32秒,19.66639,19時間39分59秒,18.38987,18時間23分24秒,17.14589,17時間8分45秒,14.43850,14時間26分19秒,11.85311,11時間51分11秒,9.38971,9時間23分23秒
味美(名古屋鉄道),35.235209,136.937134,cool,950.179,20.97293,20時間58分23秒,19.66240,19時間39分45秒,18.38457,18時間23分4秒,17.13942,17時間8分22秒,14.43104,14時間25分52秒,11.84524,11時間50分43秒,9.38201,9時間22分55秒
春日井(名古屋鉄道),35.25035,136.936228,cool,948.652,20.97008,20時間58分12秒,19.65788,19時間39分28秒,18.37854,18時間22分43秒,17.13206,17時間7分55秒,14.42256,14時間25分21秒,11.83629,11時間50分11秒,9.37326,9時間22分24秒
牛山,35.264014,136.931356,cool,947.414,20.96776,20時間58分4秒,19.65419,19時間39分15秒,18.37363,18時間22分25秒,17.12608,17時間7分34秒,14.41566,14時間24分56秒,11.82902,11時間49分44秒,9.36615,9時間21分58秒
間内,35.271585,136.9312,cool,946.641,20.96631,20時間57分59秒,19.65189,19時間39分7秒,18.37057,18時間22分14秒,17.12234,17時間7分20秒,14.41135,14時間24分41秒,11.82447,11時間49分28秒,9.36171,9時間21分42秒
小牧口,35.281717,136.927675,cool,945.721,20.96459,20時間57分53秒,19.64915,19時間38分57秒,18.36692,18時間22分1秒,17.11789,17時間7分4秒,14.40621,14時間24分22秒,11.81905,11時間49分9秒,9.35641,9時間21分23秒
小牧,35.28915,136.928461,heat,944.930,20.96310,20時間57分47秒,19.64679,19時間38分48秒,18.36377,18時間21分50秒,17.11405,17時間6分51秒,14.40179,14時間24分6秒,11.81439,11時間48分52秒,9.35184,9時間21分7秒
小牧原,35.300145,136.935836,heat,943.544,20.96049,20時間57分38秒,19.64264,19時間38分34秒,18.35825,18時間21分30秒,17.10732,17時間6分26秒,14.39402,14時間23分38秒,11.80620,11時間48分22秒,9.34384,9時間20分38秒
