name,lat,lng,attr,distance(km),cool_time(h),cool_time(hms),reduction(hms)
矢作橋,34.961149,137.139957,cool,971.796,14.54891,14時間32分56秒,1時間27分4秒
宇頭,34.971367,137.118103,cool,971.439,14.54699,14時間32分49秒,1時間27分11秒
新安城,34.986885,137.085443,eco,970.887,14.54403,14時間32分39秒,1時間27分21秒
牛田(愛知),34.999294,137.060946,eco,970.400,14.54142,14時間32分29秒,1時間27分31秒
知立,35.006198,137.039628,eco,970.386,14.54135,14時間32分29秒,1時間27分31秒
一ツ木,35.01367,137.02551,eco,970.078,14.53969,14時間32分23秒,1時間27分37秒
富士松,35.029759,137.016508,eco,968.709,14.53233,14時間31分56秒,1時間28分4秒
豊明,35.041127,137.008161,eco,967.810,14.52749,14時間31分39秒,1時間28分21秒
前後,35.05227,136.995665,eco,967.074,14.52352,14時間31分25秒,1時間28分35秒
中京競馬場前,35.061302,136.98158,eco,966.611,14.52102,14時間31分16秒,1時間28分44秒
有松,35.067687,136.971084,eco,966.303,14.51935,14時間31分10秒,1時間28分50秒
左京山,35.070553,136.960301,eco,966.370,14.51972,14時間31分11秒,1時間28分49秒
鳴海,35.079149,136.950096,eco,965.826,14.51678,14時間31分0秒,1時間29分0秒
本星崎,35.087392,136.937378,heat,965.406,14.51450,14時間30分52秒,1時間29分8秒
本笠寺,35.099199,136.933409,heat,964.322,14.50863,14時間30分31秒,1時間29分29秒
桜(愛知),35.106062,136.934586,heat,963.574,14.50457,14時間30分16秒,1時間29分44秒
呼続,35.114722,136.930387,heat,962.824,14.50050,14時間30分2秒,1時間29分58秒
堀田(名古屋鉄道),35.120251,136.919839,heat,962.613,14.49935,14時間29分58秒,1時間30分2秒
神宮前,35.125857,136.912485,heat,962.286,14.49757,14時間29分51秒,1時間30分9秒
山王(愛知),35.15233,136.888461,heat,960.383,14.48720,14時間29分14秒,1時間30分46秒
栄生,35.183687,136.873051,heat,957.690,14.47247,14時間28分21秒,1時間31分39秒
東枇杷島,35.189808,136.870168,heat,957.160,14.46956,14時間28分10秒,1時間31分50秒
西枇杷島,35.195015,136.865685,heat,956.780,14.46748,14時間28分3秒,1時間31分57秒
二ツ杁,35.194646,136.859583,heat,957.030,14.46885,14時間28分8秒,1時間31分52秒
新川橋,35.195701,136.851989,heat,957.186,14.46971,14時間28分11秒,1時間31分49秒
須ヶ口,35.198684,136.846229,heat,957.080,14.46913,14時間28分9秒,1時間31分51秒
丸ノ内,35.204742,136.841927,heat,956.608,14.46653,14時間28分0秒,1時間32分0秒
新清洲,35.211249,136.835607,heat,956.160,14.46407,14時間27分51秒,1時間32分9秒
大里,35.226216,136.818428,heat,955.227,14.45894,14時間27分32秒,1時間32分28秒
奥田,35.235412,136.810917,heat,954.548,14.45520,14時間27分19秒,1時間32分41秒
国府宮,35.254218,136.802963,heat,952.901,14.44611,14時間26分46秒,1時間33分14秒
島氏永,35.270777,136.800987,heat,951.274,14.43711,14時間26分14秒,1時間33分46秒
妙興寺,35.287178,136.798231,heat,949.693,14.42834,14時間25分42秒,1時間34分18秒
今伊勢,35.31836,136.789273,heat,946.820,14.41235,14時間24分44秒,1時間35分16秒
石刀,35.326204,136.785407,heat,946.156,14.40864,14時間24分31秒,1時間35分29秒
新木曽川,35.342047,136.779421,heat,944.750,14.40078,14時間24分3秒,1時間35分57秒
黒田(愛知),35.350213,136.777502,heat,943.984,14.39649,14時間23分47秒,1時間36分13秒
木曽川堤,35.365067,136.770486,heat,942.718,14.38939,14時間23分22秒,1時間36分38秒
笠松,35.37466,136.764664,heat,941.948,14.38506,14時間23分6秒,1時間36分54秒
岐南,35.389716,136.769165,heat,940.249,14.37549,14時間22分32秒,1時間37分28秒
茶所,35.402048,136.768917,cool,939.000,14.36844,14時間22分6秒,1時間37分54秒
加納(岐阜),35.405209,136.765984,eco,938.783,14.36722,14時間22分2秒,1時間37分58秒
名鉄岐阜,35.411136,136.760066,eco,938.392,14.36501,14時間21分54秒,1時間38分6秒
八幡(愛知),34.82916,137.352113,heat,978.947,14.58696,14時間35分13秒,1時間24分47秒
諏訪町,34.823464,137.370479,heat,978.988,14.58718,14時間35分14秒,1時間24分46秒
稲荷口,34.818435,137.387703,cool,978.996,14.58722,14時間35分14秒,1時間24分46秒
北安城,34.964677,137.092146,heat,972.975,14.55521,14時間33分19秒,1時間26分41秒
南安城,34.951976,137.092457,heat,974.285,14.56220,14時間33分44秒,1時間26分16秒
碧海古井,34.93723,137.090863,heat,975.869,14.57064,14時間34分14秒,1時間25分46秒
堀内公園,34.927834,137.089636,heat,976.885,14.57604,14時間34分34秒,1時間25分26秒
桜井(愛知),34.917477,137.088345,heat,978.003,14.58197,14時間34分55秒,1時間25分5秒
南桜井(愛知),34.906302,137.07721,heat,979.526,14.59003,14時間35分24秒,1時間24分36秒
米津,34.892822,137.060993,cool,981.453,14.60019,14時間36分1秒,1時間23分59秒
桜町前,34.880107,137.062444,cool,982.727,14.60689,14時間36分25秒,1時間23分35秒
西尾口,34.870647,137.062661,cool,983.703,14.61202,14時間36分43秒,1時間23分17秒
西尾,34.863917,137.057789,cool,984.561,14.61652,14時間36分59秒,1時間23分1秒
福地,34.844663,137.048579,eco,986.860,14.62854,14時間37分43秒,1時間22分17秒
上横須賀,34.829941,137.071883,eco,987.638,14.63259,14時間37分57秒,1時間22分3秒
吉良吉田,34.794043,137.071017,eco,991.402,14.65214,14時間39分8秒,1時間20分52秒
三河鳥羽,34.793214,137.104984,heat,990.401,14.64695,14時間38分49秒,1時間21分11秒
西幡豆,34.792431,137.121271,heat,989.964,14.64469,14時間38分41秒,1時間21分19秒
東幡豆,34.789693,137.145645,heat,989.476,14.64215,14時間38分32秒,1時間21分28秒
こどもの国(愛知),34.788791,137.162721,heat,989.031,14.63984,14時間38分23秒,1時間21分37秒
西浦,34.79003,137.178617,cool,988.402,14.63657,14時間38分12秒,1時間21分48秒
形原,34.798607,137.184594,cool,987.319,14.63093,14時間37分51秒,1時間22分9秒
三河鹿島,34.813313,137.189687,cool,985.623,14.62207,14時間37分19秒,1時間22分41秒
碧南,34.874041,136.985613,heat,985.867,14.62335,14時間37分24秒,1時間22分36秒
碧南中央,34.887395,136.989476,heat,984.355,14.61544,14時間36分56秒,1時間23分4秒
新川町(愛知),34.896619,136.990312,heat,983.371,14.61028,14時間36分37秒,1時間23分23秒
北新川,34.906018,136.992475,heat,982.325,14.60478,14時間36分17秒,1時間23分43秒
高浜港,34.921536,136.989391,heat,980.818,14.59685,14時間35分49秒,1時間24分11秒
三河高浜,34.930796,136.989954,heat,979.840,14.59168,14時間35分30秒,1時間24分30秒
吉浜(愛知),34.946327,136.98919,heat,978.256,14.58331,14時間35分0秒,1時間25分0秒
小垣江,34.9639,136.995455,heat,976.228,14.57255,14時間34分21秒,1時間25分39秒
刈谷市,34.984803,136.993844,heat,974.117,14.56131,14時間33分41秒,1時間26分19秒
重原,34.994824,137.023727,heat,972.089,14.55047,14時間33分2秒,1時間26分58秒
三河知立,35.005741,137.0555,cool,969.911,14.53880,14時間32分20秒,1時間27分40秒
三河八橋,35.010913,137.077147,cool,968.664,14.53209,14時間31分56秒,1時間28分4秒
若林(愛知),35.026284,137.095851,cool,966.457,14.52019,14時間31分13秒,1時間28分47秒
竹村,35.040067,137.11476,cool,964.410,14.50911,14時間30分33秒,1時間29分27秒
土橋(愛知),35.058179,137.129572,cool,962.047,14.49627,14時間29分47秒,1時間30分13秒
上挙母,35.071854,137.154453,cool,959.818,14.48412,14時間29分3秒,1時間30分57秒
豊田市,35.087305,137.156227,cool,958.155,14.47502,14時間28分30秒,1時間31分30秒
梅坪,35.099654,137.162206,eco,956.679,14.46692,14時間28分1秒,1時間31分59秒
越戸,35.10769,137.180178,eco,955.261,14.45913,14時間27分33秒,1時間32分27秒
平戸橋,35.114628,137.184725,eco,954.393,14.45435,14時間27分16秒,1時間32分44秒
猿投,35.122613,137.178739,eco,953.757,14.45084,14時間27分3秒,1時間32分57秒
上豊田,35.116168,137.15535,heat,955.186,14.45872,14時間27分31秒,1時間32分29秒
浄水,35.121298,137.137186,heat,955.246,14.45905,14時間27分33秒,1時間32分27秒
三好ヶ丘,35.126918,137.111219,cool,955.514,14.46052,14時間27分38秒,1時間32分22秒
黒笹,35.127681,137.091365,cool,956.089,14.46368,14時間27分49秒,1時間32分11秒
米野木,35.123728,137.06702,cool,957.304,14.47035,14時間28分13秒,1時間31分47秒
日進(愛知),35.118378,137.04878,eco,958.463,14.47671,14時間28分36秒,1時間31分24秒
赤池(愛知),35.121097,137.017978,eco,959.210,14.48079,14時間28分51秒,1時間31分9秒
常滑,34.891167,136.834992,eco,989.129,14.64035,14時間38分25秒,1時間21分35秒
りんくう常滑,34.87967,136.828164,cool,990.547,14.64771,14時間38分52秒,1時間21分8秒
中部国際空港,34.859262,136.816382,eco,993.053,14.66067,14時間39分38秒,1時間20分22秒
豊田本町,35.113586,136.910877,heat,963.606,14.50475,14時間30分17秒,1時間29分43秒
道徳,35.105712,136.909409,heat,964.467,14.50942,14時間30分34秒,1時間29分26秒
大江(愛知),35.093258,136.912758,heat,965.637,14.51575,14時間30分57秒,1時間29分3秒
大同町,35.080268,136.909314,heat,967.094,14.52363,14時間31分25秒,1時間28分35秒
柴田,35.072774,136.909126,heat,967.873,14.52783,14時間31分40秒,1時間28分20秒
名和(愛知),35.060914,136.911709,heat,969.008,14.53394,14時間32分2秒,1時間27分58秒
聚楽園,35.042857,136.90304,heat,971.166,14.54553,14時間32分44秒,1時間27分16秒
新日鉄前,35.035161,136.899491,heat,972.080,14.55043,14時間33分2秒,1時間26分58秒
太田川,35.020221,136.892504,heat,973.859,14.55993,14時間33分36秒,1時間26分24秒
尾張横須賀,35.010132,136.885655,cool,975.132,14.56672,14時間34分0秒,1時間26分0秒
寺本,35.000191,136.875498,cool,976.503,14.57401,14時間34分26秒,1時間25分34秒
朝倉(愛知),34.993858,136.863419,cool,977.568,14.57966,14時間34分47秒,1時間25分13秒
古見(愛知),34.987809,136.856673,cool,978.421,14.58418,14時間35分3秒,1時間24分57秒
長浦(愛知),34.978432,136.847808,cool,979.690,14.59089,14時間35分27秒,1時間24分33秒
日長,34.96162,136.832152,cool,981.958,14.60285,14時間36分10秒,1時間23分50秒
新舞子,34.949689,136.828669,cool,983.307,14.60994,14時間36分36秒,1時間23分24秒
大野町,34.935441,136.827641,cool,984.811,14.61783,14時間37分4秒,1時間22分56秒
西ノ口,34.926759,136.82663,eco,985.741,14.62269,14時間37分22秒,1時間22分38秒
蒲池(愛知),34.915408,136.825536,eco,986.949,14.62900,14時間37分44秒,1時間22分16秒
榎戸(愛知),34.90489,136.82822,eco,987.943,14.63418,14時間38分3秒,1時間21分57秒
多屋,34.896983,136.830695,eco,988.674,14.63798,14時間38分17秒,1時間21分43秒
高横須賀,35.009608,136.893696,heat,974.914,14.56556,14時間33分56秒,1時間26分4秒
加木屋中ノ池,35.000014,136.902462,heat,975.607,14.56925,14時間34分9秒,1時間25分51秒
南加木屋,34.989216,136.906853,heat,976.573,14.57438,14時間34分28秒,1時間25分32秒
八幡新田,34.973674,136.912578,heat,977.986,14.58188,14時間34分55秒,1時間25分5秒
巽ヶ丘,34.962265,136.915556,heat,979.064,14.58758,14時間35分15秒,1時間24分45秒
白沢(愛知),34.955219,136.91537,heat,979.799,14.59147,14時間35分29秒,1時間24分31秒
坂部,34.941579,136.916562,heat,981.169,14.59870,14時間35分55秒,1時間24分5秒
阿久比,34.931256,136.918517,heat,982.170,14.60397,14時間36分14秒,1時間23分46秒
植大,34.917457,136.923448,heat,983.433,14.61060,14時間36分38秒,1時間23分22秒
半田口,34.909111,136.925462,heat,984.229,14.61478,14時間36分53秒,1時間23分7秒
住吉町,34.902042,136.925684,cool,984.953,14.61857,14時間37分7秒,1時間22分53秒
知多半田,34.893931,136.925954,cool,985.783,14.62291,14時間37分22秒,1時間22分38秒
成岩,34.886209,136.921879,cool,986.718,14.62779,14時間37分40秒,1時間22分20秒
青山(愛知),34.878132,136.917,cool,987.717,14.63300,14時間37分59秒,1時間22分1秒
上ゲ,34.858389,136.916403,cool,989.780,14.64373,14時間38分37秒,1時間21分23秒
知多武豊,34.850732,136.916439,eco,990.572,14.64784,14時間38分52秒,1時間21分8秒
富貴,34.828823,136.917043,eco,992.820,14.65947,14時間39分34秒,1時間20分26秒
河和口,34.797805,136.918618,eco,995.982,14.67574,14時間40分33秒,1時間19分27秒
河和,34.777771,136.912528,eco,998.259,14.68741,14時間41分15秒,1時間18分45秒
上野間,34.807284,136.866854,heat,996.723,14.67955,14時間40分46秒,1時間19分14秒
美浜緑苑,34.80028,136.863063,heat,997.575,14.68391,14時間41分2秒,1時間18分58秒
知多奥田,34.787617,136.864488,cool,998.837,14.69036,14時間41分25秒,1時間18分35秒
野間,34.7723,136.860683,cool,1000.550,14.69910,14時間41分57秒,1時間18分3秒
内海(愛知),34.744631,136.875544,eco,1002.919,14.71113,14時間42分40秒,1時間17分20秒
東名古屋港,35.089091,136.899255,heat,966.527,14.52057,14時間31分14秒,1時間28分46秒
栄町(愛知),35.170567,136.908962,cool,957.801,14.47308,14時間28分23秒,1時間31分37秒
栄(愛知),35.16999,136.908031,eco,957.893,14.47358,14時間28分25秒,1時間31分35秒
東大手,35.183727,136.908376,cool,956.467,14.46576,14時間27分57秒,1時間32分3秒
清水(愛知),35.187152,136.913814,cool,955.927,14.46279,14時間27分46秒,1時間32分14秒
尼ヶ坂,35.187957,136.91928,cool,955.657,14.46131,14時間27分41秒,1時間32分19秒
森下(愛知),35.188299,136.929657,cool,955.266,14.45916,14時間27分33秒,1時間32分27秒
矢田(愛知),35.193699,136.947802,cool,954.089,14.45267,14時間27分10秒,1時間32分50秒
守山自衛隊前,35.196258,136.957843,cool,953.482,14.44932,14時間26分58秒,1時間33分2秒
守山(愛知),35.197431,136.956639,eco,953.403,14.44889,14時間26分56秒,1時間33分4秒
瓢箪山(愛知),35.197222,136.965048,cool,953.137,14.44742,14時間26分51秒,1時間33分9秒
小幡,35.200216,136.975769,cool,952.464,14.44370,14時間26分37秒,1時間33分23秒
喜多山(愛知),35.205099,136.987735,heat,951.554,14.43866,14時間26分19秒,1時間33分41秒
大森・金城学院前,35.206934,136.996465,heat,951.069,14.43598,14時間26分10秒,1時間33分50秒
印場,35.211085,137.011132,heat,950.144,14.43085,14時間25分51秒,1時間34分9秒
旭前,35.214162,137.019706,heat,949.537,14.42748,14時間25分39秒,1時間34分21秒
尾張旭,35.216743,137.036393,heat,948.708,14.42287,14時間25分22秒,1時間34分38秒
三郷(愛知),35.216258,137.052352,heat,948.222,14.42016,14時間25分13秒,1時間34分47秒
水野,35.224296,137.069659,eco,946.811,14.41230,14時間24分44秒,1時間35分16秒
新瀬戸,35.225485,137.077639,eco,946.421,14.41012,14時間24分36秒,1時間35分24秒
瀬戸市,35.225921,137.078452,eco,946.349,14.40972,14時間24分35秒,1時間35分25秒
瀬戸市役所前,35.224986,137.084177,eco,946.255,14.40920,14時間24分33秒,1時間35分27秒
尾張瀬戸,35.225094,137.09727,eco,945.807,14.40669,14時間24分24秒,1時間35分36秒
甚目寺,35.195953,136.825492,cool,958.084,14.47463,14時間28分29秒,1時間31分31秒
七宝,35.195775,136.806413,cool,958.770,14.47839,14時間28分42秒,1時間31分18秒
木田,35.195328,136.787865,cool,959.468,14.48220,14時間28分56秒,1時間31分4秒
青塚,35.198674,136.76708,heat,959.858,14.48434,14時間29分4秒,1時間30分56秒
勝幡,35.195143,136.750082,heat,960.821,14.48959,14時間29分23秒,1時間30分37秒
藤浪,35.188911,136.738766,heat,961.861,14.49526,14時間29分43秒,1時間30分17秒
津島,35.177982,136.730995,cool,963.255,14.50284,14時間30分10秒,1時間29分50秒
五ノ三,35.129838,136.711464,cool,968.877,14.53324,14時間32分0秒,1時間28分0秒
佐屋,35.147552,136.716612,cool,966.881,14.52248,14時間31分21秒,1時間28分39秒
日比野(名古屋鉄道),35.163258,136.728351,cool,964.856,14.51153,14時間30分41秒,1時間29分19秒
町方,35.18898,136.727551,cool,962.252,14.49739,14時間29分51秒,1時間30分9秒
六輪,35.202395,136.729306,cool,960.817,14.48957,14時間29分22秒,1時間30分38秒
渕高,35.213944,136.727256,cool,959.709,14.48352,14時間29分1秒,1時間30分59秒
丸渕,35.222635,136.728991,cool,958.758,14.47832,14時間28分42秒,1時間31分18秒
上丸渕,35.233809,136.732521,cool,957.490,14.47137,14時間28分17秒,1時間31分43秒
森上,35.247229,136.736698,cool,955.968,14.46302,14時間27分47秒,1時間32分13秒
山崎(愛知),35.256548,136.739372,heat,954.920,14.45725,14時間27分26秒,1時間32分34秒
玉野,35.266327,136.747982,heat,953.613,14.45005,14時間27分0秒,1時間33分0秒
萩原(愛知),35.277157,136.757703,heat,952.159,14.44201,14時間26分31秒,1時間33分29秒
二子,35.283986,136.766268,heat,951.155,14.43645,14時間26分11秒,1時間33分49秒
苅安賀,35.287194,136.778275,heat,950.399,14.43226,14時間25分56秒,1時間34分4秒
観音寺(愛知),35.289716,136.786191,heat,949.860,14.42927,14時間25分45秒,1時間34分15秒
西一宮,35.307603,136.791948,eco,947.825,14.41795,14時間25分5秒,1時間34分55秒
開明,35.31926,136.7741,eco,947.269,14.41485,14時間24分53秒,1時間35分7秒
奥町,35.32434,136.761092,eco,947.215,14.41455,14時間24分52秒,1時間35分8秒
玉ノ井,35.334887,136.757968,eco,946.249,14.40916,14時間24分33秒,1時間35分27秒
下小田井,35.201878,136.870638,cool,955.903,14.46266,14時間27分46秒,1時間32分14秒
中小田井,35.214647,136.876772,cool,954.378,14.45426,14時間27分15秒,1時間32分45秒
上小田井,35.223482,136.876941,cool,953.464,14.44922,14時間26分57秒,1時間33分3秒
西春,35.244627,136.871235,cool,951.491,14.43831,14時間26分18秒,1時間33分42秒
徳重・名古屋芸大,35.256045,136.873384,cool,950.243,14.43140,14時間25分53秒,1時間34分7秒
大山寺,35.263508,136.874748,cool,949.430,14.42688,14時間25分37秒,1時間34分23秒
岩倉(愛知),35.277972,136.873511,cool,947.988,14.41886,14時間25分8秒,1時間34分52秒
石仏,35.295545,136.871144,heat,946.267,14.40926,14時間24分33秒,1時間35分27秒
布袋,35.317135,136.872987,heat,943.988,14.39651,14時間23分47秒,1時間36分13秒
江南(愛知),35.33475,136.872109,heat,942.213,14.38655,14時間23分12秒,1時間36分48秒
柏森,35.344807,136.900181,heat,940.198,14.37521,14時間22分31秒,1時間37分29秒
扶桑,35.359557,136.91597,heat,938.132,14.36354,14時間21分49秒,1時間38分11秒
木津用水,35.366914,136.925977,eco,937.028,14.35729,14時間21分26秒,1時間38分34秒
犬山口,35.374212,136.939945,eco,935.792,14.35028,14時間21分1秒,1時間38分59秒
犬山,35.379871,136.945536,eco,935.017,14.34587,14時間20分45秒,1時間39分15秒
犬山遊園,35.390331,136.946894,eco,933.895,14.33949,14時間20分22秒,1時間39分38秒
鵜沼宿,35.400015,136.932567,cool,933.401,14.33668,14時間20分12秒,1時間39分48秒
羽場(岐阜),35.40119,136.921535,cool,933.667,14.33819,14時間20分17秒,1時間39分43秒
苧ヶ瀬,35.403273,136.912266,cool,933.778,14.33882,14時間20分20秒,1時間39分40秒
二十軒,35.400098,136.889307,heat,934.910,14.34527,14時間20分43秒,1時間39分17秒
三柿野,35.400156,136.876084,heat,935.371,14.34789,14時間20分52秒,1時間39分8秒
六軒(岐阜),35.40105,136.861554,heat,935.793,14.35028,14時間21分1秒,1時間38分59秒
各務原市役所前,35.400869,136.847067,eco,936.325,14.35330,14時間21分12秒,1時間38分48秒
市民公園前,35.400572,136.841829,eco,936.542,14.35453,14時間21分16秒,1時間38分44秒
新加納,35.39938,136.824414,eco,937.284,14.35874,14時間21分31秒,1時間38分29秒
高田橋,35.398383,136.811488,eco,937.847,14.36193,14時間21分43秒,1時間38分17秒
手力,35.398269,136.804472,eco,938.109,14.36341,14時間21分48秒,1時間38分12秒
切通,35.400257,136.79564,eco,938.222,14.36405,14時間21分51秒,1時間38分9秒
細畑,35.401637,136.785141,eco,938.458,14.36538,14時間21分55秒,1時間38分5秒
田神,35.411261,136.772189,eco,937.942,14.36246,14時間21分45秒,1時間38分15秒
富岡前,35.379508,136.962112,cool,934.478,14.34281,14時間20分34秒,1時間39分26秒
善師野,35.389744,136.980027,cool,932.806,14.33328,14時間20分0秒,1時間40分0秒
西可児,35.404685,137.010616,cool,930.214,14.31847,14時間19分6秒,1時間40分54秒
可児川,35.41812,137.01847,cool,928.562,14.30900,14時間18分32秒,1時間41分28秒
日本ライン今渡,35.432302,137.036818,heat,926.472,14.29698,14時間17分49秒,1時間42分11秒
明智(名古屋鉄道),35.433208,137.087295,eco,924.652,14.28648,14時間17分11秒,1時間42分49秒
顔戸,35.434522,137.105154,eco,923.910,14.28219,14時間16分56秒,1時間43分4秒
御嵩口,35.431281,137.121741,eco,923.683,14.28088,14時間16分51秒,1時間43分9秒
御嵩,35.429723,137.127527,eco,923.649,14.28068,14時間16分50秒,1時間43分10秒
上飯田,35.203845,136.929642,cool,953.665,14.45033,14時間27分1秒,1時間32分59秒
味鋺,35.222478,136.936113,cool,951.525,14.43850,14時間26分19秒,1時間33分41秒
味美(名古屋鉄道),35.235209,136.937134,cool,950.179,14.43104,14時間25分52秒,1時間34分8秒
春日井(名古屋鉄道),35.25035,136.936228,cool,948.652,14.42256,14時間25分21秒,1時間34分39秒
牛山,35.264014,136.931356,cool,947.414,14.41566,14時間24分56秒,1時間35分4秒
間内,35.271585,136.9312,cool,946.641,14.41135,14時間24分41秒,1時間35分19秒
小牧口,35.281717,136.927675,cool,945.721,14.40621,14時間24分22秒,1時間35分38秒
小牧,35.28915,136.928461,heat,944.930,14.40179,14時間24分6秒,1時間35分54秒
小牧原,35.300145,136.935836,heat,943.544,14.39402,14時間23分38秒,1時間36分22秒
味岡,35.309301,136.940304,heat,942.449,14.38788,14時間23分16秒,1時間36分44秒
田県神社前,35.317422,136.943675,heat,941.497,14.38252,14時間22分57秒,1時間37分3秒
楽田,35.330548,136.950101,eco,939.926,14.37367,14時間22分25秒,1時間37分35秒
羽黒(愛知),35.351519,136.952486,eco,937.688,14.36103,14時間21分40秒,1時間38分20秒
西笠松,35.36906,136.757901,cool,942.763,14.38964,14時間23分23秒,1時間36分37秒
柳津(岐阜),35.365114,136.73965,heat,943.823,14.39559,14時間23分44秒,1時間36分16秒
南宿,35.347869,136.728604,heat,945.981,14.40767,14時間24分28秒,1時間35分32秒
須賀,35.340192,136.726805,eco,946.829,14.41240,14時間24分45秒,1時間35分15秒
不破一色,35.332959,136.721897,eco,947.744,14.41750,14時間25分3秒,1時間34分57秒
竹鼻,35.326734,136.706399,eco,948.939,14.42415,14時間25分27秒,1時間34分33秒
羽島市役所前,35.321924,136.70003,eco,949.659,14.42815,14時間25分41秒,1時間34分19秒
江吉良,35.31543,136.699686,heat,950.334,14.43190,14時間25分55秒,1時間34分5秒
新羽島,35.315471,136.686582,heat,950.804,14.43451,14時間26分4秒,1時間33分56秒
大阪難波,34.667113,135.499144,heat,1062.047,14.99449,14時間59分40秒,1時間0分20秒
なんば,34.666316,135.500277,eco,1062.080,14.99464,14時間59分41秒,1時間0分19秒
近鉄日本橋,34.666949,135.505818,heat,1061.790,14.99333,14時間59分36秒,1時間0分24秒
日本橋(大阪),34.667146,135.506635,cool,1061.737,14.99309,14時間59分35秒,1時間0分25秒
大阪上本町,34.665513,135.522189,heat,1061.262,14.99095,14時間59分27秒,1時間0分33秒
今里(近畿日本鉄道),34.664788,135.549917,heat,1060.201,14.98615,14時間59分10秒,1時間0分50秒
布施,34.664092,135.563516,heat,1059.717,14.98395,14時間59分2秒,1時間0分58秒
大和西大寺,34.69358,135.783169,eco,1047.955,14.92996,14時間55分48秒,1時間4分12秒
尼ヶ辻,34.681109,135.783519,eco,1049.191,14.93569,14時間56分8秒,1時間3分52秒
西ノ京,34.670652,135.783186,eco,1050.253,14.94061,14時間56分26秒,1時間3分34秒
九条(奈良),34.659523,135.782894,eco,1051.381,14.94582,14時間56分45秒,1時間3分15秒
近鉄郡山,34.646041,135.780756,eco,1052.818,14.95244,14時間57分9秒,1時間2分51秒
筒井(奈良),34.620152,135.78067,cool,1055.420,14.96438,14時間57分52秒,1時間2分8秒
平端,34.606712,135.782804,cool,1056.685,14.97016,14時間58分13秒,1時間1分47秒
ファミリー公園前,34.597968,135.784987,cool,1057.478,14.97378,14時間58分26秒,1時間1分34秒
結崎,34.584586,135.784782,cool,1058.830,14.97993,14時間58分48秒,1時間1分12秒
石見,34.571499,135.785765,heat,1060.107,14.98572,14時間59分9秒,1時間0分51秒
田原本,34.553068,135.790837,heat,1061.761,14.99320,14時間59分36秒,1時間0分24秒
西田原本,34.553909,135.789512,cool,1061.729,14.99306,14時間59分35秒,1時間0分25秒
笠縫,34.541422,135.794076,heat,1062.806,14.99791,14時間59分52秒,1時間0分8秒
新ノ口,34.525332,135.794631,heat,1064.404,15.00510,15時間0分18秒,0時間59分42秒
大和八木,34.513208,135.791484,heat,1065.746,15.01112,15時間0分40秒,0時間59分20秒
八木西口,34.509309,135.790707,heat,1066.169,15.01301,15時間0分47秒,0時間59分13秒
畝傍御陵前,34.492758,135.794254,heat,1067.697,15.01983,15時間1分11秒,0時間58分49秒
橿原神宮前,34.483987,135.79434,heat,1068.577,15.02375,15時間1分26秒,0時間58分34秒
河堀口,34.641166,135.524237,heat,1063.600,15.00149,15時間0分5秒,0時間59分55秒
北田辺,34.632184,135.528934,heat,1064.302,15.00464,15時間0分17秒,0時間59分43秒
今川(大阪),34.626226,135.531148,heat,1064.805,15.00690,15時間0分25秒,0時間59分35秒
針中野,34.616969,135.533078,heat,1065.648,15.01068,15時間0分38秒,0時間59分22秒
矢田(大阪),34.605926,135.532942,heat,1066.754,15.01562,15時間0分56秒,0時間59分4秒
河内天美,34.585823,135.535509,heat,1068.653,15.02409,15時間1分27秒,0時間58分33秒
布忍,34.577824,135.539415,heat,1069.292,15.02693,15時間1分37秒,0時間58分23秒
高見ノ里,34.575232,135.546189,heat,1069.276,15.02686,15時間1分37秒,0時間58分23秒
河内松原,34.575563,135.557097,heat,1068.801,15.02475,15時間1分29秒,0時間58分31秒
恵我ノ荘,34.573591,135.572751,eco,1068.366,15.02281,15時間1分22秒,0時間58分38秒
高鷲,34.571602,135.584503,eco,1068.091,15.02159,15時間1分18秒,0時間58分42秒
藤井寺,34.571669,135.594046,eco,1067.700,15.01985,15時間1分11秒,0時間58分49秒
土師ノ里,34.571603,135.615622,eco,1066.840,15.01601,15時間0分58秒,0時間59分2秒
道明寺,34.56834,135.620399,heat,1066.975,15.01661,15時間1分0秒,0時間59分0秒
古市(大阪),34.55416,135.609092,heat,1068.845,15.02494,15時間1分30秒,0時間58分30秒
駒ヶ谷,34.545751,135.621999,cool,1069.170,15.02639,15時間1分35秒,0時間58分25秒
上ノ太子,34.532974,135.637634,cool,1069.824,15.02929,15時間1分45秒,0時間58分15秒
二上山,34.53907,135.685974,cool,1067.293,15.01803,15時間1分5秒,0時間58分55秒
二上神社口,34.532104,135.69414,cool,1067.668,15.01970,15時間1分11秒,0時間58分49秒
当麻寺,34.516412,135.705897,heat,1068.778,15.02465,15時間1分29秒,0時間58分31秒
磐城,34.511302,135.710869,heat,1069.095,15.02606,15時間1分34秒,0時間58分26秒
尺土,34.508577,135.721404,heat,1068.954,15.02543,15時間1分32秒,0時間58分28秒
高田市,34.507145,135.742119,heat,1068.285,15.02245,15時間1分21秒,0時間58分39秒
浮孔,34.498077,135.754749,eco,1068.702,15.02431,15時間1分28秒,0時間58分32秒
坊城,34.493577,135.764876,eco,1068.759,15.02456,15時間1分28秒,0時間58分32秒
橿原神宮西口,34.486187,135.781372,eco,1068.860,15.02501,15時間1分30秒,0時間58分30秒
